name,image_url,description,cuisine,course,diet,ingredients,instructions,calories,carbs,protein,fiber
Cucumber Neer Dosa Recipe-Rice Pancake,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Cucumber_Neer_Dosa_Recipe_Cucumber_Rice_Pancake_Recipe.jpg,"Cucumber Neer Dosa Recipe is a twist to the traditional Neer Dosa which is made in the households of Mangalore. Traditionally it is just the rice which is soaked and made into the batter along with coconut milk, but in this recipe we have used cucumber to give a fresh and unique flavor.",Mangalorean,South Indian Breakfast,Vegetarian,"

							 		1 cup Dosa rice							 		, soaked for 2 hours							 	

							 		1 Cucumber							 		, cut into chunks							 	

							 		1/2 cup Fresh coconut							 		, grated							 	

							 		1 tablespoon Salt 

Oil							 		, for cookingÂ 							 	
","To begin making the Cucumber Neer Dosa Recipe, wash the rice and soak it in water for 2 hours.Â Grind the coconut and cucumber in a mixer to a smooth paste.Next grind the rice separately by adding 1/2 cup water into a very smooth paste.Mix rice and cucumber batters together in one bowl and season with salt.If the batter is too thick add enough water such that the dosa batter has a smooth flowing consistency. The consistency of the batter should be such that the batter has a very thin coating at the back of the spoon and not a thick coating. If it forms a thick later, then the you need to add a little more water.Â Check the salt levels again and adjust to suit your taste.Â Cucumber Neer Dosa batter is now readyNeer Dosa is made very similar to the Rava Dosa.To make the Neer Dosa, we donât spread it on the pan like a regular dosa. We pour the dosa batter on the hot pan and it will spread itself creating holes.Note: It is a good idea to use an iron pan, as the texture and the softness of the dosa comes out perfectly with an iron pan.To begin, make sure you have a greased and seasoned iron pan. Grease and preheat the iron pan until it is sizzling hot. When you sprinkle water on the pan; the water will sizzle and evaporate.Once you have the right heat on the pan; pour a ladle of the batter in a circular motion starting from the outer edges. The batter will sizzle and flow to spread itself. Fill in the batter where there are gap, but do allow the dosa to have a few tiny holes. There is no need to sprinkle oil to cook the Neer Dosa.Neer Dosa cooks very quickly; when you notice the top of the dosa is no longer raw, the Neer Dosa is cooked and has a rich white colour. The cooking process will take less than 30 seconds per dosa.Slide a flat spatula from the sides of the pan and fold the Neer Dosa into a half and then into another half to form a triangle. Place the Neer dosa on a platter and continue to make Neer Dosaâs the similar way.Make sure you place the Neer Dosaâs away from each other when they are hot; as they tend to stick to each other. Once they cool down, you can place them one on top of the other; into a covered bowl and serve warm.Serve the Cucumber Neer Dosa Recipe withÂ Kori GassiÂ and end it with a dessert Â Konkani Style Mande/Mandige/Chavde Recipe.",792,176.4876,16.8025,3.01
Mixed Millet And Lentils Adai Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Jyothi_Rajesh/Mixed_Millet_and_Lentils_Adai.jpg,"When breakfast is the important meal of the day, then it should be healthy and filling. Having a nutrients and protein rich breakfast makes a delicious way to jump-start your metabolism. The ancient millet are forgotten and neglected for decades are coming back into many peopleâs lives as people are realising the health benefits of these ancient grains. Millet have very high nutritional value, unsaturated fats, protein, minerals, fiber. Adding a mix of different types of millet and lentils into your breakfast through this Mixed Millet and Lentils Adai would mean, you are having the most nutritional and healthy breakfast. And the added bonus, this recipe needs very little time to prepare as the batter does not need any fermentation. Soak the millet and lentils over night, grind them in the morning and make adai immediately. Itâs that simple!",South Indian Recipes,South Indian Breakfast,High Protein Vegetarian,"

							 		1/2 cup Kodo millet 

							 		1/2 cup Bajra Flour ( Pearl Millet) 

							 		1/2 cup Jowar Seeds 

							 		2 tablespoons Seeraga (Jeeraga) Samba rice 

							 		1/2 cup Yellow Moong Dal (Split) 

							 		1/2 cup Green Moong Dal (Whole) 

							 		1/2 cup Chana dal (Bengal Gram Dal) 

							 		1/2 cup White Urad Dal (Whole) 

							 		1/4 cup Arhar dal (Split Toor Dal) 

							 		1/4 cup Masoor Dal (Whole) 

							 		1 Onion 

							 		6-8 Dry Red Chillies 

							 		1 teaspoon Asafoetida (hing) 

							 		2 sprig Curry leaves 

							 		2 teaspoon Cumin seeds (Jeera) 

Salt							 		, to taste							 	

Water							 		, as required							 	

							 		1 teaspoon Oil							 		, + extra oil for cooking adai							 	

							 		4 tablespoon Coriander (Dhania) Leaves							 		, chopped							 	
","To begin with Mixed Millet And Lentils Adai, add all the millets into a bowl. Wash them and soak in enough water for minimum 4 hours. You can soak overnight too.Grind the soaked millets and lentils along with dried red chillies and asafoetida, adding a little water at a time in a grinder. The consistency of the batter has to be slightly thick and not too watery.Heat 1 teaspoon oil in a pan. Saute finely chopped onions, cumin seeds and chopped curry leaves until onions turn soft.Add the sauted onions-cumin-curry leaves to the batter. Add finely chopped coriander leaves and salt. Mix everything well.At this stage, you can add few tablespoons of small coconut pieces(or grated coconut) to the batter as well and your adai batter is ready.Place tawa on medium flame and pour a ladle full of batter on hot tawa and spread it like dosa, you can make thick adai or spread it thin. Cook on one side with oil dribbled on top and sides.Turn adai on the other side and cook for 10 seconds. Remove adai from tawa, repeat the same procedure for remaining batter.Serve Mixed Millet And LentilsÂ AdaiÂ withÂ South Indian Coconut ChutneyÂ orÂ Tomato Onion ChutneyÂ and some fruits for your breakfast.",534,0,0,0
Italian Cheese And Basil Uttappam Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Shaheen_Ali/ITALIAN_CHEESE_AND_BASIL_UTTAPPAM.jpg,"Italian Cheese And Basil Uttapam Recipe is a wonderful fusion recipe of Indian Uttapam blended with Italian flavors of basil and parmesan cheese. This fusion uttapamÂ is a great breakfast idea. Uttapam are fluffy savory pancakes made with rice and Urad Dal flour and topped with various toppings like, potato, onion, tomato, coconut etc. The Italian Cheese And Basil Uttapam Recipe is best served with coconut chutney and hot Thakkali Vengayam Sambar. This fusion dish, Italian Cheese And Basil Uttapam RecipeÂ gives you a riot of flavors and makes you urge for more.",Fusion,South Indian Breakfast,Vegetarian,"
For Batter:

							 		1 cup White Urad Dal (Whole) 

							 		3 cups Rice 

							 		1/2 teaspoon Methi Seeds (Fenugreek Seeds) 

							 		1 tablespoon Salt 
For Utappam:

							 		4-5 cups Idli Dosa Batter 

							 		1 cup Parmesan cheese							 		, grated							 	

							 		1-2 teaspoons Dried basil leaves 

							 		4-5 teaspoons Extra Virgin Olive Oil							 		, or any other cooking oil							 	
","To begin making the Italian Cheese And Basil Uttapam Recipe , wash and soak rice, dal and methi dana overnight. Grind to make a thick batter and let it rest for other 4-5 hours to ferment. Mix well with hand or a ladle and add salt before use.Heat a nonstick flat bottomed pan/tawa and add few drops of oil and spread all over.Wipe off excess oil with a tissue paper and let the pan heat till smoking hot.Simmer the flames and take the ladle full of batter and place it in the center of the pan slowly spread it outwards in the circular motion to make a thick pancake.Add aÂ drop of oil from sides and cover the lid to get it cooked properly from both sides.Now add grated cheese all over and sprinkle some dry basil over it.Cover the lid again and cook till cheese melts down completely.Do not flip the Uthappam, carefully lift and transfer it on a serving plate.Serve Italian Cheese And Basil Uttapam Recipe hot with coconut chutneyÂ and hotÂ Thakkali Vengayam SambarÂ and enjoy your fusion breakfast.",706,154.88868,12.92478,0.0672
Quick and Easy Bread Upma Recipe,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Breakfast_Tiffins/Breakfast_Spicy_Bread_Upma_Poha_Recipe-4.jpg,"TheÂ Bread Upma Recipe is a dish that we look forward to whenever we have extra bread in the refrigerator. This recipe is a great way to use any kind of excess bread. The addition of onions, green chillies, sambar powder and fresh herbs like coriander leaves along with toasted buttered bread is super delicious.",Indian,South Indian Breakfast,Vegetarian,"

							 		16 Whole Wheat Brown Bread 

							 		3 Tomatoes							 		, chopped small							 	

							 		2 Onions							 		, thinly sliced							 	

							 		2 Green Chillies							 		, finely chopped							 	

							 		1 teaspoon Sambar Powder 

							 		1 teaspoon Turmeric powder (Haldi) 

							 		1 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		3 sprig Curry leaves 

Salt							 		, to taste							 	

Butter (Salted)							 		, for cooking							 	

							 		2 sprig Coriander (Dhania) Leaves							 		, finely chopped							 	
","To begin making the bread upma recipe, we will first toast the bread. You can toast it in your toaster or on a skillet.Once the bread is toasted, apply the softened butter over the toasted bread. Next cut the bread into small dices and keep aside.In a large wok or a kadai, heat 1 tablespoon of oil on medium heat and add in the mustard seeds. Allow the mustard seeds to crackle and add in the onions and green chillies. Saute the onions on medium heat, until soft and tender.Once the onions are soft, add in the tomatoes, curry leaves, turmeric powder and sambar powder. Stir and cook the tomatoes until they turn lightly soft as well.Finally add in the salt and the toasted buttered bread pieces. Stir well to combine all the ingredients and stir fry on medium to high heat for a couple of minutes.We stir fry just to make sure the bread pieces have got all the spices and salted well. Check salt levels. Remember the butter you used could have some salt as well.Stir in the chopped coriander leaves into the bread upma to get the delicious fresh flavour.Serve theÂ Bread Upma Recipe for a healthy breakfast along withÂ Papaya Banana Smoothie Recipe",354,76.5552,17.3184,23.616
Vegetable Jowar Upma Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Hina_Gujral/Vegetable_Jowar_Upma_Recipe_Gluten_Free_Diet_edited.jpg,"The Vegetable Jowar Upma Recipe is made from sorghum pearls that are stir-fried along with seasonal vegetables, and flavored with garlic, peppers and vegetable stock. Jowar is one of the five top cereal crops in the world rich in protein, iron, and fibre. Jowar also has great antioxidants properties and is also gluten-free, hence making this Jowar Vegetable Upma a great choice for gluten free diets.",South Indian Recipes,South Indian Breakfast,Diabetic Friendly,"

							 		2 cup Jowar Seeds 

							 		1 Onion							 		, finely chopped							 	

							 		1 Carrot (Gajjar)							 		, finely chopped							 	

							 		1/4 cup Sweet corn							 		, (optional)							 	

							 		1/4 cup Green peas (Matar) 

							 		2 tablespoons Roasted Peanuts (Moongphali) 

							 		1 inch Ginger							 		, grated							 	

							 		2 cloves Garlic							 		, crushed							 	

							 		2 Green Chillies							 		, slit or chopped							 	

							 		2 teaspoons Lemon juice 

							 		1/2 teaspoon Turmeric powder (Haldi) 

Salt							 		, as per taste							 	

							 		2 teaspoons Black pepper powder 

							 		2 tablespoons Extra Virgin Olive Oil 

							 		4 cups Vegetable stock							 		, or water							 	

Coriander (Dhania) Leaves							 		, small bunch, finely chopped							 	
","To prepare Vegetable Jowar Upma Recipe, wash and soak Jowar pearls overnight or for at least 6 - 7 hours in water. Jowar is a millet that takes a long time to cook, so it is important to soak it.Once the Jowar is soaked, drain the excess water. Place the Jowar into the pressure cooker along with 4 cups of vegetable stock or water and salt.Pressure cook for one whistle, turn the heat to low and simmer for about 10 minutes and turn off the heat.Â After 10 minutesÂ turn offÂ the heat and allow the pressure to release naturally. The Jowar will continue to cook in the pressure that exists in the cooker.Open the lid of the pressure cooker, you will see the jowar pearls have chewy texture in comparison to other grains. So you will notice them begin hard. If you like it to be softer, you will need to add a little more water and allow it to cook through for some more time.In the next step, steam the vegetables and keep them ready. See the video of how to steam vegetables in a pressure cooker.Our next step is the make the upma.Heat oil in a saucepan over medium heat and saute the chopped onion, garlic and ginger for a couple of minutes until it is soft. Once the onion turns translucent, add the peanuts and saute for another couple of minutes.Next add the steamed vegetables, turmeric powder, jowar, salt and black pepper. Adjust the seasonings to suit your taste. Cover the pan with a tight fitting lid, reduce the heat to low and let Jowar Upma cook for about 5 minutes.Turn off the heat and drizzle lemon juice over upma. Garnish with chopped coriander leaves and serve hot.Â ServeÂ Vegetable Jowar Upma Recipe along withÂ Andhra Style Peanut Chutney Recipe With TomatoesÂ and a glass of freshly squeezed fruit juice.",150,35.586,4.5048,7.0334
Broken Barley Upma Recipe,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Breakfast_Tiffins/Broken_Barley_Upma_Recipe-1.jpg,"Broken Barley Upma is a healthy upma recipe that is made with broken barley and vegetables. Barley is quick to cook millet and tastes delicious when combined with vegetables, asafoetida.Â ",South Indian Recipes,South Indian Breakfast,Diabetic Friendly,"

							 		1/2 cup Barley (seeds)							 		, (Broken Barley)Â 							 	

							 		1-1/2 Cups Water 

							 		1 Onion							 		, finely chopped							 	

							 		1 teaspoon Ginger							 		, grated							 	

							 		2 Green Chillies							 		, finely chopped							 	

							 		1/2 cup Carrot (Gajjar)							 		, diced small							 	

							 		1/2 cup Green beans (French Beans)							 		, finely choppedÂ 							 	

							 		1/4 cup Green peas (Matar)							 		, steamed							 	

							 		1 Tomato							 		, chopped							 	

							 		2 tablespoon Raw Peanuts (Moongphali) 

							 		1 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1 tablespoon White Urad Dal (Split) 

							 		1 sprig Curry leaves							 		, roughly chopped							 	

Salt							 		, to taste							 	

							 		2 teaspoons Lemon juice 

Coriander (Dhania) Leaves							 		, small bunch, chopped							 	

Oil							 		, for cooking							 	
","To make the Broken Barley Upma Recipe, heat the oil in a pressure cooker or a pan on medium heat, add the mustard seeds and allow it to crackle. Once it crackles add in the split urad dal and peanuts. Saute for a few minutes until the dal gets roasted.Â Once roasted add chopped onions, ginger, green chilies, curry leaves and saute till onion turns translucent.Add carrots, beans, peas and let it all cook for a minute or two stirring in between.Now add barley grits mix well and saute for few minutes. Keep stirring else barley may stick to the cookers /pan's bottom.Pour in the 1 cup of water. Stir in the salt and tomatoes and give the mixture a good stir.Cover the pressure cook for 2 whistles. Turn off the flame and allow the pressure to release naturally.Â Once the pressure has released, open the cooker, add theÂ Â lemon juice and coriander leaves. Mix well and serve hot.Serve this upma along withÂ Coconut ChutneyÂ for breakfast to make a complete and wholesome meal.",47,10.6285,1.6497,3.184
Vegetable Semiya Upma Recipe,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Breakfast_Tiffins/Semiya_Upma_Recipe_Vermicelli_Savory_Breakfast_Pudding-1.jpg,The Vegetable Semiya Upma recipe is a simple to make breakfast dish that is made from roasted Vermicelli.Â  Added goodness of vegetables to this upma that is finish off with a splash of lemon juice and a generous drizzle of ghee gives it a delicious mouth feel.Â ,South Indian Recipes,South Indian Breakfast,Vegetarian,"

							 		2 cups Semiya (Vermicelli)							 		, Â roasted							 	

							 		1 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1 teaspoon White Urad Dal (Split) 

							 		1/2 teaspoon Asafoetida (hing) 

							 		1 sprig Curry leaves							 		, finely chopped							 	

							 		1/4 teaspoon Cinnamon Powder (Dalchini) 

							 		1/4 teaspoon Cardamom Powder (Elaichi) 

							 		1/2 teaspoon Turmeric powder (Haldi) 

							 		1 Onions							 		, finely chopped							 	

							 		1 inch Ginger							 		, grated							 	

							 		1 Carrot (Gajjar)							 		, diced fine							 	

							 		6 Green beans (French Beans)							 		, chopped fine							 	

							 		1 Lemon juice 

							 		1 teaspoon Sugar 

Red Chilli powder							 		, to taste							 	

Salt							 		, to taste							 	

							 		2 sprig Coriander (Dhania) Leaves							 		, finely chopped							 	

							 		2 sprig Coriander (Dhania) Leaves							 		, finely chopped							 	
","To begin making the Vegetable Semiya Upma, let's start by heating 2 tablespoons of oil in a heavy bottomed pan; add mustard seeds and allow it to crackle. Add in the urad dal and allow it to roast until it turns into a light brown colour.Next add onions, ginger, curry leaves and sautÃ© for about a minute.Â Now add in the vegetables and saute until lightly they are cooked yet have the crunch in the bite. This will take about a minute.Â Â At this stage add in the roasted semiya,Â cinnamon powder,Â cardamom powder,Â turmeric powder, sugar, red chilli powder, and salt to tasteSprinkle approximately 1 cup of water on the vermicelli mixture and stir. Turn the heat to low, cover the pan and simmer for 10 minutes until you notice that the water is almost absorbed. After a few minutes, open and stir the upma mixture, you will notice the semia getting steamed and cooked.Â Depending on the type of vermicelli used, you might need to add another 1/2 cup of water to cook the upma. At this stage keep adding a little by little, cover the pan and allow it it steam on medium heat. Check if the Semiya is cooked (it should soft and cooked when tasted).Â Once again to the softness test, the vermicelli should still be noodle like and not soggy sticking together. At this stage if you feel it needs more cooking, then sprinkle only 2 tablespoons at a time and cover and simmer.Once cooked, turn of the heat and keep the pan covered with the upma for about 5 minutes. This will incorporate all the ingredients well into the upma and bring out delicious flavors and textures. Finally turn off the heat and stir in the lemon juice, chopped coriander leaves and a tablespoon of ghee for added flavour.Â Serve Vegetable Semiya Upma along withÂ Coconut ChutneyÂ orÂ Tomato ChutneyÂ and finish off the breakfast withÂ Masala Chai Recipe - Indian Spiced Tea",173,34.0985,7.299535,20.98235
Puffed Rice Upma Recipe - Murmura Upma,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Divya_Shivaraman_/Puffed_Rice_Upma__Murmura_Upma.jpg,"The Puffed Rice Upma makes a quick and easy breakfast for those busy weekday morning. Puffed riceÂ is a type of grain made from rice, commonly used as a breakfast cereal or snack foods, and served as a popular street food in India in the form of Bhel Puri.",South Indian Recipes,South Indian Breakfast,Vegetarian,"

							 		6 cups Puffed rice 

							 		1 tablespoon Oil 

							 		1/2 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1/2 teaspoon Cumin seeds (Jeera) 

							 		10 Curry leaves							 		, roughly torn							 	

							 		1 Ginger							 		, grated							 	

							 		1/4 cup Raw Peanuts (Moongphali) 

							 		1 Onion							 		, finely chopped							 	

							 		2 Green Chillies							 		, finely chopped							 	

							 		1/4 cup Green peas (Matar)							 		, steamed							 	

							 		1/4 teaspoon Turmeric powder (Haldi) 

							 		1 Tomato							 		, roughly chopped							 	

							 		2 tablespoon Lemon juice 

							 		1 tablespoon Coriander (Dhania) Leaves							 		, finely chopped							 	

Salt							 		, as needed							 	
","To begin making Puffed Rice Upma Recipe (Murmura Upma), place the puffed rice in a strainer and wash it under running water for 30 seconds and set aside on a bowl for all the excess water to drain out.Â Alternatively, if you like the upma crunchy you can directly add the puffed rice without washing it.Â Heat a heavy bottomed pan or kadai with a tablespoon of oil on medium flame.Â Once the oil heats up, add mustard seeds and allow it to crackle. Add cumin seeds and peanuts and roast on medium heat until the raw peanuts get a roasted aroma and are crisp.Once the peanuts are roasted, add the ginger, onions, green chillies and curry leaves with a little salt and sautÃ© until transparent. Add peas, turmeric powder, tomatoes and cook for 5 minutes until the tomatoes are tender and soft.Â Stir in the Murmura (Puffed Rice), coriander leaves, lemon juice and stir everything together. Check the salt and spice, adjust to suit your taste and serve.Â Serve the Puffed Rice Upma for a quick and easy weekday breakfast or even as a tea time snack when you have some guests over along with someÂ Kesar Chai Recipe - A Delicious Saffron Flavored Indian Tea.",3230,203.628988,164.3963792,83.2811625
Quinoa Vegetable Upma Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Divya_Shivaraman_/Quinoa_Vegetable_Kichadi.jpg,"Quinoa Vegetable Khichdi Recipe is a hearty preparation of quinoa, vegetables and spices, cooked together in a single pot.",Fusion,Indian Breakfast,Diabetic Friendly,"

							 		1 cup Quinoa 

							 		2 cups Water 

							 		2 tablespoons Extra Virgin Olive Oil 

							 		1 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1/2 teaspoon Cumin seeds (Jeera) 

							 		1 teaspoon White Urad Dal (Split) 

							 		1 teaspoon Chana dal (Bengal Gram Dal) 

							 		6 Curry leaves 

							 		2 Green Chillies							 		, finely chopped							 	

							 		1 Shallot							 		, finely chopped							 	

							 		1 Tomato							 		, finely chopped							 	

							 		1/4 cup Carrot (Gajjar)							 		, finely chopped							 	

							 		1/4 Del Monte Whole Corn Kernels 

							 		1/4 Green peas (Matar) 

Green beans (French Beans)							 		, finely chopped Â 							 	

							 		1/2 teaspoon Coriander Powder (Dhania) 

							 		1/2 teaspoon Garam masala powder 

Salt							 		, as needed							 	

Coriander (Dhania) Leaves							 		, few, chopped							 	
","To begin making Quinoa Vegetable Khichdi, first heat a heavy bottomed pan on medium flame, add the olive oil and mustard seeds and allow them to splutter. Next add the cumin seeds, urad dal, channa dal, curry leaves and green chili. Saute it all for a few seconds.Add the chopped shallots and sprinkle a little salt. Saute gently until they turn translucent. Next, add the vegetables - beans, carrots, corn, peas and cook on a medium flame until they are half cooked.Next, add the chopped tomatoes, mix well and saute sautÃ© for a couple of minutes. Follow this by adding coriander powder, garam masala, quinoa and sautÃ© once again for a couple of minutes, until the masalas cook through.Add 2 cups of water and adjust salt according to your taste.Increase the heat to medium and bring the water to a boil. Then, reduce the heat and cover the pan, allowing the quinoa to cooked completely. It will absorb all the water completely.Take the pan off the heat, garnish the Quinoa Vegetable UpmaÂ with fresh chopped coriander leaves and serve.Quinoa Vegetable Upma can be served withÂ Lehsuni Pudina Chutney RecipeÂ andÂ Apple, Kiwi, Pineapple Juice Recipe.Â ",143,29.89626667,7.150827778,9.818855556
Ragi Semiya Upma Recipe - Ragi Millet Vermicelli Breakfast,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Monika_Manchanda/Ragi_vermicilli.jpg,"Ragi Vermicelli/Semiya Recipe is a super healthy breakfast option, especially for those who enjoy hot, savoury breakfasts to start the day. Ragi as you know, is a super food, and in my home we try and incorporate it in our food in as many ways as possible.",South Indian Recipes,South Indian Breakfast,High Protein Vegetarian,"

							 		1-1/2 cups Rice Vermicelli Noodles (Thin) 

							 		1 Onion							 		, sliced							 	

							 		1/2 cup Carrots (Gajjar)							 		, chopped							 	

							 		1/3 cup Green peas (Matar) 

							 		2 Green Chillies 

							 		1/4 teaspoon Asafoetida (hing) 

							 		1 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1 teaspoon White Urad Dal (Split) 

							 		1 teaspoon Ghee 

							 		1 sprig Curry leaves 

Salt							 		, to taste							 	

							 		1 teaspoon Lemon juice 
","To begin making the Ragi Vermicelli Recipe, first steam the ragi vermicelli in a rice cooker or a steamer for about 5-6 minutes or till it is cooked but firm.Keep aside this aside till later use. You can add a few drops of oil and mix it so that they don't stick to each other.Place a kadai on the heat, add the ghee or oil to it and when warm add hing and allow it to sizzle for 30 seconds. Then follow it up with mustard seeds, urad dal and curry leaves, and allow them to crackle.Saute for 1 minute or so till the urad dal is slightly browned.Then, add onions and fry till translucent and soft.Next, add the green chillies along with par boiled carrots and peas. Sprinkle some salt and cook for 2-3 minutes or until the vegetables are semi cooked.Then, add the steamed ragi vermicelli toss it together so the vegetables are all well combined.Switch off the heat, take the vermicelli out into a serving dish and to with lemon juice. Mix well and serve along withÂ Coconut ChutneyÂ and a hot cup of coffee or tea for a wholesome breakfast.",142,33.34055,4.225091667,6.55325
Broken Wheat Upma Recipe - Healthy Dalia Upma for Breakfast,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/26-sep/Broken_Wheat_Upma_Recipe-2_1600.jpg,Broken Wheat Upma also known as Godhuma Rava Upma in Tamil Or Dalia Upma in Hindi is a wholesome dish that is packed with nutrition form the broken wheat. The addition of ginger and the vegetables gives the dalia upma fresh taste that is simple and yet delicious.,South Indian Recipes,South Indian Breakfast,Diabetic Friendly,"

							 		1 cup Broken Wheat (Dalia/ Godumai Rava) 

							 		1/4 cup Onions							 		, finely chopped							 	

							 		1/4 cup Carrot (Gajjar)							 		, finely chopped							 	

							 		1/4 cup Green beans (French Beans)							 		, finely chopped							 	

							 		1/4 cup Cauliflower (gobi)							 		, cut to small florets							 	

							 		1/2 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1/2 teaspoon Cumin seeds (Jeera) 

							 		6 Curry leaves							 		, finely chopped							 	

							 		1 teaspoon Ginger							 		, grated							 	

							 		2 teaspoon Green Chillies							 		, chopped							 	

							 		1/4 teaspoon Asafoetida (hing) 

							 		1/4 teaspoon Turmeric powder (Haldi) 

							 		1 teaspoon Oil 

							 		1 teaspoon Ghee 

							 		2 tablespoons Coriander (Dhania) Leaves							 		, chopped							 	

Salt							 		, to taste							 	
","To begin making the Broken wheat upma recipe, we will first pressure cook the vegetables.Into the pressure cooker add the carrots, beans and cauliflower with a little salt and 2 to 3 tablespoons of water. Pressure cooker for one whistle and turn off the heat.Â Release the pressure immediately, so the vegetables don't get over cooked.Heat oil in a pressure cooker, add mustards seeds, cumin seeds and allow them to crackle.Add the chopped onions, curry leaves and sautÃ© until the onions are tender and the color changes to light pink.Add turmeric powder, asafoetida, green chillies, broken wheat and salt. Stir for about a minute on medium heat until you get a roasted aroma of the broken wheat/dalia.Add 1Â½ cups of water to the above broken wheat upma mixture and cover the pressure cooker.Pressure cook for 2 to 3 whistles and turn off the heat.Once done, allow the pressure to release naturally. Once done, stir in the cooked vegetables to the Broken Wheat Upma, check the salt and adjust to taste accordingly.Finally stir in the fresh coriander leaves into the Dalia Upma and serve hot.Â Serve the deliciousÂ Broken Wheat Upma Recipe - Dalia Upma hot along withÂ coconut chutneyÂ and sliced bananas for a diabetic friendly breakfast. It also makes a perfect kids lunch box for school.",99,22.669375,3.50975,5.21
Broken Wheat and Mixed Millet Upma Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Shaheen_Ali/BROKEN_WHEAT__MIXED_MILLET_UPMA.jpg,"Â Broken Wheat and Mixed Millet Upma is a one pot meal in it's very own way. It's filling and keeps you energetic throughout the day.Â Broken wheat and millet are combined together in this upma to make a healthy, nutritious breakfast. Loaded with the goodness of veggies.Â ",South Indian Recipes,South Indian Breakfast,Diabetic Friendly,"

							 		1/2 cup Broken Wheat (Dalia/ Godumai Rava) 

							 		4 tablespoon Bajra (seeds) 

							 		4 tablespoon Ragi Seeds 

							 		4 tablespoon Jowar Seeds 

							 		2 tablespoon Foxtail Millet 

							 		1 tablespoon Barley (seeds) 

							 		1 teaspoon Cumin seeds (Jeera) 

							 		1/2 cup Green peas (Matar) 

							 		1 Carrot (Gajjar)							 		, finely chopped							 	

							 		2 Green Chilli							 		, finely chopped							 	

							 		1 Onion							 		, finely chopped							 	

							 		1/2 teaspoon Ginger							 		, grated							 	

Salt							 		, as needed							 	

							 		2 tablespoon Ghee 

							 		1 cup Water 

Coriander (Dhania) Leaves							 		, for garnish							 	

							 		1 teaspoon Lemon juice 
","To begin with Broken Wheat and Mixed Millet Upma, mix broken wheat and millet and wash it. Strain the water and keep it aside.Heat ghee in a cooker, add cumin seeds and allow it to crackle. Now add grated ginger, chopped green chilies and onion and saute.Add peas and carrots to it and fry well for few minutes. You can add more vegetables like capsicum, cauliflower, corn, mushroom etc. Quantity of vegetables depend on one's personal requirement.Add the washed broken wheat mix to the fried veggies and stir fry everything together till they turn golden in colour and you get the roasted aroma out of it.Pour one cup of water or as much as required to cover the surface of the fried mix.Add salt according to your taste and pressure cook till the cooker releases 2-3 whistles.Turn off the gas and allow the steam to settle completely. Open the lid and mix everything well with a spatula. Squeeze lemon juice over and garnish it with finely chopped coriander.Serve Broken Wheat and Mixed Millet Upma with a hot cup of masala chai or a smoothie of your choice.",87,20.71775,3.210991667,3.51025
